id,dex_number,region,slug,description,credit,enabled,catchable,abundance,gender_rate,has_gender_differences,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
841,841,galar,flapple,It uses its own body fluid to repair its apple. Strong Flapple that have won many battles have apples that are clay colored all over.,,1,1,96,4,0,アップリュー,Appuryū,,Flapple,,Drapfel,Pomdrapi,Grass,Dragon,,,,,3,10,,840,70,110,80,95,60,70,,,,,
842,842,galar,appletun,"When some Lechonk come along to lick the sweet nectar on Appletun’s back, Appletun will spew sticky nectar at them to drive them away.",,1,1,96,4,0,タルップル,Taruppuru,,Appletun,,Schlapfel,Dratatin,Grass,Dragon,,,,,4,130,,840,110,85,80,100,80,30,,,,,
843,843,galar,silicobra,"Silicobra’s large nostrils are specialized for spraying sand, so this Pokémon is not very good at telling apart different smells.",,1,1,384,4,0,スナヘビ,Sunahebi,,Silicobra,,Salanga,Dunaja,Ground,,,,,,22,76,844,,52,57,75,35,50,46,,,,,
844,844,galar,sandaconda,"The sand it spews contains sharp, pointy gravel, which is actually just sand that Sandaconda’s saliva has hardened into irregular shapes.",,1,1,96,4,0,サダイジャ,Sadaija,,Sandaconda,,Sanaconda,Dunaconda,Ground,,,,,,38,655,,843,72,107,125,65,70,71,,,,,
845,845,galar,cramorant,"This hungry Pokémon swallows Arrokuda whole. Occasionally, it makes a mistake and tries to swallow a Pokémon other than its preferred prey.",,1,1,96,4,0,ウッウ,Uu,,Cramorant,,Urgl,Nigosier,Flying,Water,,,,,8,180,,,70,85,55,85,95,85,,,,,
846,846,galar,arrokuda,"It takes down prey by charging into them with its hard, pointed jaw. But Arrokuda’s eyesight is poor, so this tactic has a low success rate.",,1,1,384,4,0,サシカマス,Sashikamasu,,Arrokuda,,Pikuda,Embrochet,Water,,,,,,5,10,847,,41,63,40,40,30,66,,,,,
847,847,galar,barraskewda,It swims at speeds of over 100 knots and battles fiercely with pods of Finizen over prey.,,1,1,96,4,0,カマスジョー,Kamasujō,,Barraskewda,,Barrakiefa,Hastacuda,Water,,,,,,13,300,,846,61,123,60,60,50,136,,,,,
848,848,galar,toxel,"This selfish, attention-seeking Pokémon stores poison and electricity in two different sacs inside its body.",,1,1,384,4,0,エレズン,Erezun,,Toxel,,Toxel,Toxizap,Electric,Poison,,,,,4,110,849,,40,38,35,54,35,40,,,,,
849,849,galar,toxtricity-amped,"As it gulps down stagnant water and generates electricity in its body, a sound like a rhythm played by a bass guitar reverberates all around.",,1,1,96,4,0,ストリンダー,Sutorindā,,Toxtricity,,Riffex,Salarsen,Electric,Poison,,,,,16,400,,848,75,98,70,114,70,75,,,,,
850,850,galar,sizzlipede,"It wraps prey up with its heated body, cooking them in its coils. Once they’re well-done, it will voraciously nibble them down to the last morsel.",,1,1,384,4,0,ヤクデ,Yakude,,Sizzlipede,,Thermopod,Grillepattes,Fire,Bug,,,,,7,10,851,,50,65,45,50,50,45,,,,,
851,851,galar,centiskorch,"While its burning body is already dangerous on its own, this excessively hostile Pokémon also has large and very sharp fangs.",,1,1,96,4,0,マルヤクデ,Maruyakude,,Centiskorch,,Infernopod,Scolocendre,Fire,Bug,,,,,30,1200,,850,100,115,65,90,90,65,,,,,
852,852,galar,clobbopus,"Its tentacles tear off easily, but it isn’t alarmed when that happens—it knows they’ll grow back. It’s about as smart as a three-year-old.",,1,1,384,4,0,タタッコ,Tatakko,,Clobbopus,,Klopptopus,Poulpaf,Fighting,,,,,,6,40,853,,50,68,60,50,50,32,,,,,
853,853,galar,grapploct,"Searching for an opponent to test its skills against, it emerges onto land. Once the battle is over, it returns to the sea.",,1,1,96,4,0,オトスパス,Otosupasu,,Grapploct,,Kaocto,Krakos,Fighting,,,,,,16,390,,852,80,118,90,70,80,42,,,,,
854,854,galar,sinistea,"Sinistea gets into your body when you drink it, and then it steals your vitality from within. It also tastes awful.",,1,1,384,-1,0,ヤバチャ,Yabacha,,Sinistea,,Fatalitee,Théffroi,Ghost,,,,,,1,2,855,,40,45,45,74,54,50,,,,,
855,855,galar,polteageist,"Though risky to drink, this Pokémon’s tea tastes delicious. Gourmets who have no fear of danger drink Polteageist tea day after day.",,1,1,96,-1,0,ポットデス,Pottodesu,,Polteageist,,Mortipot,Polthégeist,Ghost,,,,,,2,4,,854,60,65,65,134,114,70,,,,,
856,856,galar,hatenna,"It senses the feelings of other living creatures. Be careful not to expose it to strong emotions for too long, or it will end up exhausted.",,1,1,1536,8,0,ミブリム,Miburimu,,Hatenna,,Brimova,Bibichut,Psychic,,,,,,4,34,857,,42,30,45,56,53,39,,,,,
857,857,galar,hattrem,"The moment this Pokémon finds someone who’s emitting strong emotions, it will pummel them senseless with its braids to silence them.",,1,1,384,8,0,テブリム,Teburimu,,Hattrem,,Brimano,Chapotus,Psychic,,,,,,6,48,858,856,57,40,65,86,73,49,,,,,
858,858,galar,hatterene,Beware of forests that show no signs of living creatures within. You may have wandered into Hatterene’s territory.,,1,1,96,8,0,ブリムオン,Burimuon,,Hatterene,,Silembrim,Sorcilence,Psychic,Fairy,,,,,21,51,,857,57,90,95,136,103,29,,,,,
859,859,galar,impidimp,"They live in groups, pestering and playing pranks on each other to polish their troublemaking skills.",,1,1,1536,0,0,ベロバー,Berobā,,Impidimp,,Bähmon,Grimalin,Dark,Fairy,,,,,4,55,860,,45,45,30,55,40,50,,,,,
860,860,galar,morgrem,This Pokémon absorbs negative emotions and turns them into energy. It’s popular with people who tend to think gloomy thoughts.,,1,1,384,0,0,ギモー,Gimō,,Morgrem,,Pelzebub,Fourbelin,Dark,Fairy,,,,,8,125,861,859,65,60,45,75,55,70,,,,,
861,861,galar,grimmsnarl,"It lives deep within the forest. Even after evolving into this splendid form, it hasn’t given up on its petty misdeeds and pranks.",,1,1,96,0,0,オーロンゲ,Ōronge,,Grimmsnarl,,Olangaa,Angoliath,Dark,Fairy,,,,,15,610,,860,95,120,65,95,75,60,,,,,
862,862,galar,obstagoon,"It evolved after experiencing numerous fights. While crossing its arms, it lets out a shout that would make any opponent flinch.",,1,1,12,4,0,タチフサグマ,Tachifusaguma,,Obstagoon,,Barrikadax,Ixon,Dark,Normal,,,,,16,460,,10172,93,90,101,60,81,95,,,,,
863,863,galar,perrserker,"After many battles, it evolved dangerous claws that come together to form daggers when extended.",,1,1,12,4,0,ニャイキング,Nyaikingu,,Perrserker,,Mauzinger,Berserkatt,Steel,,,,,,8,280,,10158,70,110,100,50,60,50,,,,,
864,864,galar,cursola,Be cautious of the ectoplasmic body surrounding its soul. You’ll become stiff as stone if you touch it.,,1,1,12,6,0,サニゴーン,Sanigōn,,Cursola,,Gorgasonn,Corayôme,Ghost,,,,,,10,4,,10170,60,95,50,145,130,30,,,,,
865,865,galar,sirfetchd,"After deflecting attacks with its hard leaf shield, it strikes back with its sharp leek stalk. The leek stalk is both weapon and food.",,1,1,12,4,0,ネギガナイト,Negiganaito,,Sirfetch'd,,Lauchzelot,Palarticho,Fighting,,,,,,8,1170,,10163,62,135,95,68,82,65,,,,,
866,866,galar,mr-rime,Its amusing movements make it very popular. It releases its psychic power from the pattern on its belly.,,1,1,6,4,0,バリコオル,Barikōru,,Mr. Rime,,Pantifrost,M. Glaquette,Ice,Psychic,,,,,15,582,,10165,80,85,75,110,100,70,,,,,
867,867,galar,runerigus,"Never touch its shadowlike body, or you’ll be shown the horrific memories behind the picture carved into it.",,1,1,12,4,0,デスバーン,Desubān,,Runerigus,,Oghnatoll,Tutétékri,Ground,Ghost,,,,,16,666,,10176,58,95,145,50,105,30,,,,,
868,868,galar,milcery,They say that any patisserie visited by Milcery is guaranteed success and good fortune.,,1,1,384,8,0,マホミル,Mahomiru,,Milcery,,Hokumil,Crèmy,Fairy,,,,,,2,3,869,,45,40,40,50,61,34,,,,,
869,869,galar,alcremie,"When Alcremie is content, the cream it secretes from its hands becomes sweeter and richer.",,1,1,96,8,0,マホイップ,Mahoippu,,Alcremie,,Pokusan,Charmilly,Fairy,,,,,,3,5,,868,65,60,75,110,121,64,,,,,
870,870,galar,falinks,"The leader, known as the brass, uses its extendible horn to issue orders to the others when it’s time to change formation.",,1,1,96,-1,0,タイレーツ,Tairētsu,,Falinks,,Legios,Hexadron,Fighting,,,,,,30,620,,,65,100,100,70,60,75,,,,,
871,871,galar,pincurchin,This Pokémon is so timid that even brushing against seaweed will make it discharge electricity in surprise. Its lips do not conduct electricity.,,1,1,96,4,0,バチンウニ,Bachin'Uni,,Pincurchin,,Britzigel,Wattapik,Electric,,,,,,3,10,,,48,101,95,91,85,15,,,,,
872,872,galar,snom,"Within its internal organs, Snom amplifies the frigid air it gets from eating snow and then uses this amplified air to create icicle-like spikes.",,1,1,384,4,0,ユキハミ,Yukihami,,Snom,,Snomnom,Frissonille,Ice,Bug,,,,,3,38,873,,30,25,35,45,30,20,,,,,
873,873,galar,frosmoth,"It causes blizzards as it flies around with its huge, chill-emanating wings. Clean meltwater is its favorite thing to drink.",,1,1,96,4,0,モスノウ,Mosunō,,Frosmoth,,Mottineva,Beldeneige,Ice,Bug,,,,,13,420,,872,70,65,60,125,90,65,,,,,
874,874,galar,stonjourner,This Pokémon spends its life gazing at the setting sun. It strides leisurely across grassy plains on legs of rock that weigh over 400 pounds each.,,1,1,96,4,0,イシヘンジン,Ishihenjin,,Stonjourner,,Humanolith,Dolman,Rock,,,,,,25,5200,,,100,125,135,20,20,70,,,,,
875,875,galar,eiscue-ice,"If you lick the ice covering its face, you’ll find it has a faintly salty taste. This species rode here on ocean currents from a cold, faraway land.",,1,1,96,4,0,コオリッポ,Kōrippo,,Eiscue,,Kubuin,Bekaglaçon,Ice,,,,,,14,890,,,75,80,110,65,90,50,,,,,
876,876,galar,indeedee-male,This Pokémon never leaves its Trainer’s side. It predicts their actions with its psychic power and takes care of their day-to-day needs.,,1,1,96,4,0,イエッサン,Iessan,,Indeedee,,Servol,Wimessir,Psychic,Normal,,,,,9,280,,,60,65,55,105,95,95,,,,,
877,877,galar,morpeko-full-belly,"It carries electrically roasted seeds with it as if they’re precious treasures. No matter how much it eats, it always gets hungry again in short order.",,1,1,96,4,0,モルペコ,Morupeko,,Morpeko,,Morpeko,Morpeko,Electric,Dark,,,,,3,30,,,58,95,58,70,58,97,,,,,
878,878,galar,cufant,"Cufant can lift loads weighing five tons. In the mornings, it heads into caves with its herd, in search of the ore on which these Pokémon feed.",,1,1,384,4,0,ゾウドウ,Zōdō,,Cufant,,Kupfanti,Charibari,Steel,,,,,,12,1000,879,,72,80,49,40,49,40,,,,,
879,879,galar,copperajah,"Copperajah are prideful, cantankerous Pokémon. Specimens with vibrant green skin command the respect of others of their kind.",,1,1,96,4,0,ダイオウドウ,Daiōdō,,Copperajah,,Patinaraja,Pachyradjah,Steel,,,,,,30,6500,,878,122,130,69,80,69,30,,,,,
880,880,galar,dracozolt,"The powerful muscles in its tail generate its electricity. Compared to its lower body, its upper half is entirely too small.",,1,1,96,-1,0,パッチラゴン,Patchiragon,,Dracozolt,,Lectragon,Galvagon,Electric,Dragon,,,,,18,1900,,,90,100,90,80,70,75,,,,,
881,881,galar,arctozolt,This Pokémon lived on prehistoric seashores and was able to preserve food with the ice on its body. It went extinct because it moved so slowly.,,1,1,96,-1,0,パッチルドン,Patchirudon,,Arctozolt,,Lecryodon,Galvagla,Electric,Ice,,,,,23,1500,,,90,100,90,90,80,55,,,,,
882,882,galar,dracovish,"Its mighty legs are capable of running at speeds exceeding 40 mph, but this Pokémon can’t breathe unless it’s underwater.",,1,1,96,-1,0,ウオノラゴン,Uonoragon,,Dracovish,,Pescragon,Hydragon,Water,Dragon,,,,,23,2150,,,90,90,100,70,80,75,,,,,
883,883,galar,arctovish,"The skin on its face is impervious to attack, but breathing difficulties made this Pokémon go extinct anyway.",,1,1,96,-1,0,ウオチルドン,Uochirudon,,Arctovish,,Pescryodon,Hydragla,Water,Ice,,,,,20,1750,,,90,90,100,80,90,55,,,,,
884,884,galar,duraludon,"The special metal that composes its body is very light, so this Pokémon has considerable agility. It lives in caves because it dislikes the rain.",,1,1,96,4,0,ジュラルドン,Jurarudon,,Duraludon,,Duraludon,Duralugon,Steel,Dragon,,,,,18,400,,,70,95,115,120,50,85,,,,,
885,885,galar,dreepy,It has a habit of biting at Clauncher even though it doesn’t feed on them. This is said to be vestigial behavior from when Dreepy was alive.,,1,1,1536,4,0,ドラメシヤ,Dorameshiya,,Dreepy,,Grolldra,Fantyrm,Dragon,Ghost,,,,,5,20,886,,28,60,30,40,30,82,,,,,
886,886,galar,drakloak,"This Pokémon stores up energy in its lungs, then shoots it out. It takes care of Dreepy and battles alongside them until they’re all grown up.",,1,1,384,4,0,ドロンチ,Doronchi,,Drakloak,,Phandra,Dispareptil,Dragon,Ghost,,,,,14,110,887,885,68,80,50,60,50,102,,,,,
887,887,galar,dragapult,The fastest Dragapult of the group is always surrounded by Dreepy that want to fly at sonic speed.,,1,1,96,4,0,ドラパルト,Doraparuto,,Dragapult,,Katapuldra,Lanssorien,Dragon,Ghost,,,,,30,500,,886,88,120,75,100,75,142,,,,,
888,888,galar,zacian,This Pokémon has slumbered for many years. Some say it’s Zamazenta’s elder sister—others say the two Pokémon are rivals.,,1,1,6,-1,0,ザシアン,Zashian,,Zacian,,Zacian,Zacian,Fairy,,,1,,,28,1100,,,92,130,115,80,115,138,,,,,
889,889,galar,zamazenta,"This Pokémon slept for aeons while in the form of a statue. It was asleep for so long, people forgot that it ever existed.",,1,1,6,-1,0,ザマゼンタ,Zamazenta,,Zamazenta,,Zamazenta,Zamazenta,Fighting,,,1,,,29,2100,,,92,130,115,80,115,138,,,,,
890,890,galar,eternatus,"It was inside a meteorite that fell 20,000 years ago. There seems to be a connection between this Pokémon and the Dynamax phenomenon.",,1,1,6,-1,0,ムゲンダイナ,Mugendaina,,Eternatus,,Endynalos,Éthernatos,Poison,Dragon,,1,,,200,9500,,,140,85,95,145,95,130,,,,,
891,891,galar,kubfu,"If Kubfu pulls the long white hair on its head, its fighting spirit heightens and power wells up from the depths of its belly.",,1,1,6,1,0,ダクマ,Dakuma,,Kubfu,,Dakuma,Wushours,Fighting,,,1,,,6,120,892,,60,90,60,53,50,72,,,,,
892,892,galar,urshifu-single-strike,"Inhabiting the mountains of a distant region, this Pokémon races across sheer cliffs, training its legs and refining its moves.",,1,1,6,1,0,ウーラオス,Ūraosu,,Urshifu,,Wulaosu,Shifours,Fighting,Dark,,1,,,19,1050,,891,100,130,100,63,60,97,,,,,
893,893,galar,zarude,"Once the vines on Zarude’s body tear off, they become nutrients in the soil. This helps the plants of the forest grow.",,1,1,12,-1,0,ザルード,Zarūdo,,Zarude,,Zarude,Zarude,Dark,Grass,1,,,,18,700,,,105,120,105,70,95,105,,,,,
894,894,galar,regieleki,Its entire body is made up of a single organ that generates electrical energy. Regieleki is capable of creating all Galar’s electricity.,,1,1,6,-1,0,レジエレキ,Rejiereki,,Regieleki,,Regieleki,Regieleki,Electric,,,1,,,12,1450,,,80,100,50,100,50,200,,,,,
895,895,galar,regidrago,Its body is composed of crystallized dragon energy. Regidrago is said to have the powers of every dragon Pokémon.,,1,1,6,-1,0,レジドラゴ,Rejidorago,,Regidrago,,Regidrago,Regidrago,Dragon,,,1,,,21,2000,,,200,100,50,100,50,80,,,,,
896,896,galar,glastrier,"Glastrier has tremendous physical strength, and the mask of ice covering its face is 100 times harder than diamond.",,1,1,6,-1,0,ブリザポス,Burizaposu,,Glastrier,,Polaross,Blizzeval,Ice,,,1,,,22,8000,,,100,145,130,65,110,30,,,,,
897,897,galar,spectrier,"As it dashes through the night, Spectrier absorbs the life-force of sleeping creatures. It craves silence and solitude.",,1,1,6,-1,0,レイスポス,Reisuposu,,Spectrier,,Phantoross,Spectreval,Ghost,,,1,,,20,445,,,100,65,60,145,80,130,,,,,
898,898,galar,calyrex,Calyrex is known in legend as a king that ruled over Galar in ancient times. It has the power to cause hearts to mend and plants to spring forth.,,1,1,6,-1,0,バドレックス,Badorekkusu,,Calyrex,,Coronospa,Sylveroy,Psychic,Grass,,1,,,11,77,,,100,80,80,80,80,80,,,,,
899,899,hisui,wyrdeer,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,,1,1,96,4,0,アヤシシ,Ayashishi,,Wyrdeer,,Damythir,Cerbyllin,Normal,Psychic,,,,,18,951,,234,103,105,72,105,75,65,,,,,
900,900,hisui,kleavor,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one’s only recourse is to flee.",,1,1,96,4,0,バサギリ,Basagiri,,Kleavor,,Axantor,Hachécateur,Bug,Rock,,,,,18,890,,123,70,135,95,45,70,85,,,,,
901,901,hisui,ursaluna,I believe it was Hisui’s swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,,1,1,96,4,0,ガチグマ,Gachiguma,,Ursaluna,,Gachiguma,Ursaking,Ground,Normal,,,,,24,2900,,217,130,140,105,45,80,50,,,,,
902,902,hisui,basculegion-male,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui’s rivers is Basculegion’s equal.,,1,1,24,4,1,イダイトウ,Idaitou,,Basculegion,,Salmagnis,Paragruel,Water,Ghost,,,,,30,1100,,,120,112,65,80,75,78,,,,,
903,903,hisui,sneasler,"Because of Sneasler’s virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",,1,1,24,4,0,オオニューラ,Oonyūra,,Sneasler,,Snieboss,Farfurex,Fighting,Poison,,,,,13,430,,10227,80,130,60,40,80,120,,,,,
904,904,hisui,overqwil,Its lancelike spikes and savage temperament have earned it the nickname “sea fiend.” It slurps up poison to nourish itself.,,1,1,12,4,0,ハリーマン,Harīman,,Overqwil,,Myriador,Qwilpik,Dark,Poison,,,,,25,605,,10226,85,115,95,65,65,85,,,,,
905,905,hisui,enamorus-incarnate,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon’s love gives rise to the budding of fresh life across Hisui.",,1,1,6,8,0,ラブトロス,Rabutorosu,,Enamorus,,Cupidos,Amovénus,Fairy,Flying,,1,,,16,480,,,74,115,70,135,80,106,,,,,
906,906,paldea,sprigatito,The sweet scent its body gives off mesmerizes those around it. The scent grows stronger when this Pokémon is in the sun.,,1,1,512,1,0,ニャオハ,,Nyahoja,Sprigatito,,Felori,Poussacha,Grass,,,,,,4,41,907,,40,61,54,45,45,65,,,,,
907,907,paldea,floragato,"The hardness of Floragato’s fur depends on the Pokémon’s mood. When Floragato is prepared to battle, its fur becomes pointed and needle sharp.",,1,1,256,1,0,ニャローテ,,Nyarote,Floragato,,Feliospa,Matourgeon,Grass,,,,,,9,122,908,906,61,80,63,60,63,83,,,,,
